,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Dealer_Region
11848,2023-03-11,Male,13500.0,U-Haul CO,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,78758-7841,Passenger,Austin
11849,2023-03-11,Male,13500.0,Buddy Storbeck's Diesel Service Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,Middletown
11850,2023-03-11,Male,13500.0,C & M Motors Inc,Honda,Accord,Overhead Camshaft,Manual,Red,14000,60504-7114,Sedan,Aurora
11851,2023-03-11,Male,1975000.0,Capitol KIA,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18500,38701-8047,Sedan,Greenville
11852,2023-03-11,Male,13500.0,Chrysler of Tri-Cities,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,99301-3882,Sedan,Pasco
11853,2023-03-11,Male,13500.0,Chrysler Plymouth,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,53546-9427,Sedan,Janesville
11854,2023-03-11,Female,13500.0,Pars Auto Sales,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,38701-8047,Hatchback,Janesville
11855,2023-03-11,Female,13500.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22001,99301-3882,SUV,Scottsdale
11856,2023-03-11,Female,1000000.0,Progressive Shippers Cooperative Association No,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31001,53546-9427,Hatchback,Austin
11857,2023-03-11,Male,1155000.0,Rabun Used Car Sales,Dodge,Intrepid,DoubleÂ Overhead Camshaft,Auto,Red,31501,85257-3102,Sedan,Middletown
11858,2023-03-11,Male,1910000.0,Race Car Help,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Black,61001,78758-7841,Hatchback,Aurora
11859,2023-03-11,Male,1720000.0,Ryder Truck Rental and Leasing,Dodge,Viper,Overhead Camshaft,Manual,Black,26001,06457-3834,SUV,Greenville
11860,2023-03-12,Male,711000.0,Saab-Belle Dodge,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,60504-7114,Passenger,Aurora
11861,2023-03-12,Male,910000.0,Scrivener Performance Engineering,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,38701-8047,Sedan,Greenville
11862,2023-03-12,Male,1186000.0,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Black,18600,99301-3882,SUV,Pasco
11863,2023-03-12,Male,500000.0,Suburban Ford,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,53546-9427,Hatchback,Janesville
11864,2023-03-12,Male,13500.0,Tri-State Mack Inc,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,85257-3102,SUV,Scottsdale
11865,2023-03-12,Male,1005000.0,U-Haul CO,Ford,Focus,Overhead Camshaft,Manual,Black,49500,78758-7841,Hatchback,Austin
11866,2023-03-12,Male,385000.0,Progressive Shippers Cooperative Association No,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,53546-9427,Passenger,Janesville
11867,2023-03-12,Male,1300000.0,Saab-Belle Dodge,Subaru,Forester,Overhead Camshaft,Manual,Red,17000,60504-7114,Hardtop,Aurora
11868,2023-03-12,Male,570000.0,Buddy Storbeck's Diesel Service Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,Sedan,Middletown
11869,2023-03-12,Male,520000.0,C & M Motors Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,60504-7114,Passenger,Aurora
11870,2023-03-12,Male,515000.0,Capitol KIA,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Red,20000,38701-8047,SUV,Greenville
11871,2023-03-12,Female,415000.0,Chrysler of Tri-Cities,Ford,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12000,99301-3882,SUV,Pasco
11872,2023-03-12,Male,387000.0,Chrysler Plymouth,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,53546-9427,Hatchback,Janesville
11873,2023-03-12,Male,341000.0,Classic Chevy,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,85257-3102,Hatchback,Scottsdale
11874,2023-03-12,Male,13500.0,Capitol KIA,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,38701-8047,SUV,Greenville
11875,2023-03-12,Male,3085000.0,Chrysler of Tri-Cities,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16500,99301-3882,SUV,Pasco
11876,2023-03-12,Male,1150000.0,U-Haul CO,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,23001,78758-7841,Hardtop,Austin
11877,2023-03-12,Male,1710000.0,Classic Chevy,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25000,85257-3102,Passenger,Scottsdale
11878,2023-03-12,Male,1770000.0,Clay Johnson Auto Sales,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,78758-7841,SUV,Austin
11879,2023-03-12,Male,1765000.0,Diehl Motor CO Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24500,06457-3834,Hatchback,Middletown
11880,2023-03-12,Female,545000.0,Enterprise Rent A Car,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000,60504-7114,Hatchback,Aurora
11881,2023-03-12,Male,2075000.0,Classic Chevy,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,15500,85257-3102,Sedan,Scottsdale
11882,2023-03-12,Male,2550000.0,Clay Johnson Auto Sales,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,78758-7841,SUV,Austin
11883,2023-03-12,Female,2821000.0,Diehl Motor CO Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16100,06457-3834,Hatchback,Middletown
11884,2023-03-12,Male,972000.0,Nebo Chevrolet,Toyota,Tacoma,Overhead Camshaft,Manual,Red,82001,06457-3834,Hardtop,Middletown
11885,2023-03-12,Male,1275000.0,Gartner Buick Hyundai Saab,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33501,38701-8047,Hatchback,Greenville
11886,2023-03-12,Female,13500.0,Hatfield Volkswagen,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19001,99301-3882,Hatchback,Pasco
11887,2023-03-12,Male,1330000.0,Iceberg Rentals,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23001,53546-9427,Hatchback,Janesville
11888,2023-03-12,Male,1270000.0,Saab-Belle Dodge,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18001,60504-7114,Sedan,Pasco
11889,2023-03-12,Female,13500.0,Scrivener Performance Engineering,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19001,38701-8047,Hatchback,Janesville
11890,2023-03-12,Male,1025000.0,Star Enterprises Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22501,99301-3882,Sedan,Scottsdale
11891,2023-03-12,Male,1275000.0,Suburban Ford,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,31500,53546-9427,Hardtop,Janesville
11892,2023-03-12,Male,842500.0,U-Haul CO,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38500,78758-7841,Hardtop,Austin
11893,2023-03-12,Male,1215000.0,U-Haul CO,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16501,78758-7841,SUV,Aurora
11894,2023-03-12,Male,1480000.0,Progressive Shippers Cooperative Association No,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49001,53546-9427,Hatchback,Greenville
11895,2023-03-13,Male,656000.0,Rabun Used Car Sales,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39000,85257-3102,Passenger,Scottsdale
11896,2023-03-13,Male,370000.0,Race Car Help,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,78758-7841,Passenger,Austin
11897,2023-03-13,Male,320000.0,Ryder Truck Rental and Leasing,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hatchback,Middletown
11898,2023-03-13,Male,988000.0,Saab-Belle Dodge,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41001,60504-7114,Hatchback,Aurora
11899,2023-03-13,Female,910000.0,Scrivener Performance Engineering,Volvo,C70,Overhead Camshaft,Manual,Black,17001,38701-8047,Hatchback,Greenville
11900,2023-03-13,Male,400000.0,Star Enterprises Inc,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,99301-3882,Hatchback,Pasco
11901,2023-03-13,Male,13500.0,Suburban Ford,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,53546-9427,Sedan,Janesville
11902,2023-03-13,Male,330000.0,Tri-State Mack Inc,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,85257-3102,Hatchback,Scottsdale
11903,2023-03-13,Female,315000.0,U-Haul CO,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,78758-7841,Hatchback,Austin
11904,2023-03-13,Female,380000.0,Buddy Storbeck's Diesel Service Inc,Volvo,S70,Overhead Camshaft,Manual,Black,22000,06457-3834,Hatchback,Middletown
11905,2023-03-13,Male,1200000.0,C & M Motors Inc,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,60504-7114,Hatchback,Aurora
11906,2023-03-13,Male,537000.0,Capitol KIA,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,38701-8047,SUV,Greenville
11907,2023-03-13,Male,910000.0,Chrysler of Tri-Cities,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,99301-3882,SUV,Pasco
11908,2023-03-13,Male,285000.0,Chrysler Plymouth,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,53546-9427,Hatchback,Janesville
11909,2023-03-13,Male,921500.0,Classic Chevy,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43500,85257-3102,Sedan,Scottsdale
11910,2023-03-13,Male,995000.0,Clay Johnson Auto Sales,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,78758-7841,Hatchback,Austin
11911,2023-03-13,Male,901000.0,Diehl Motor CO Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Red,35000,06457-3834,Hatchback,Middletown
11912,2023-03-13,Male,1315000.0,Enterprise Rent A Car,Acura,RL,Overhead Camshaft,Manual,Red,26500,60504-7114,SUV,Aurora
11913,2023-03-13,Male,370000.0,Gartner Buick Hyundai Saab,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,38701-8047,Hatchback,Greenville
11914,2023-03-13,Male,735000.0,Hatfield Volkswagen,Lexus,GS300,Overhead Camshaft,Manual,Black,51000,99301-3882,Passenger,Pasco
11915,2023-03-13,Male,1000000.0,Iceberg Rentals,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,53546-9427,SUV,Janesville
11916,2023-03-13,Male,252000.0,McKinney Dodge Chrysler Jeep,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,85257-3102,Hatchback,Austin
11917,2023-03-13,Male,336000.0,Clay Johnson Auto Sales,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,78758-7841,Hatchback,Austin
11918,2023-03-13,Male,426000.0,Diehl Motor CO Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28000,06457-3834,Sedan,Middletown
11919,2023-03-13,Male,13500.0,Enterprise Rent A Car,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,60504-7114,Hatchback,Aurora
11920,2023-03-13,Male,780000.0,Gartner Buick Hyundai Saab,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,38701-8047,Hatchback,Greenville
11921,2023-03-13,Male,610000.0,Hatfield Volkswagen,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,99301-3882,Sedan,Pasco
11922,2023-03-13,Male,775500.0,Iceberg Rentals,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23500,53546-9427,SUV,Janesville
11923,2023-03-13,Male,650000.0,Progressive Shippers Cooperative Association No,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,53546-9427,Hardtop,Janesville
11924,2023-03-13,Male,710000.0,Motor Vehicle Branch Office,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Red,14000,78758-7841,SUV,Austin
11925,2023-03-13,Male,1045000.0,Nebo Chevrolet,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12500,06457-3834,Hatchback,Middletown
11926,2023-03-13,Male,820000.0,New Castle Ford Lincoln Mercury,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,60504-7114,Hatchback,Aurora
11927,2023-03-13,Male,430000.0,U-Haul CO,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,78758-7841,Hardtop,Austin
11928,2023-03-13,Male,1301000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19100,99301-3882,Sedan,Pasco
11929,2023-03-13,Male,951000.0,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,53546-9427,Hatchback,Janesville
11930,2023-03-13,Male,1285000.0,C & M Motors Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22500,60504-7114,Hardtop,Aurora
11931,2023-03-13,Male,1416000.0,Capitol KIA,Volvo,S70,Overhead Camshaft,Manual,Black,22600,38701-8047,Hardtop,Greenville
11932,2023-03-13,Male,637500.0,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19500,06457-3834,Hatchback,Middletown
11933,2023-03-13,Male,780000.0,Saab-Belle Dodge,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,60504-7114,SUV,Aurora
11934,2023-03-13,Male,13500.0,Scrivener Performance Engineering,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,38701-8047,Passenger,Greenville
11935,2023-03-13,Male,1800000.0,Star Enterprises Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,Hatchback,Pasco
11936,2023-03-13,Male,13500.0,Suburban Ford,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,53546-9427,SUV,Janesville
11937,2023-03-13,Male,1700000.0,Tri-State Mack Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,85257-3102,SUV,Scottsdale
11938,2023-03-13,Male,465000.0,Enterprise Rent A Car,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Hardtop,Aurora
11939,2023-03-13,Male,13500.0,Gartner Buick Hyundai Saab,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,38701-8047,Sedan,Greenville
11940,2023-03-13,Male,13500.0,Hatfield Volkswagen,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,99301-3882,Hatchback,Pasco
11941,2023-03-13,Male,13500.0,Iceberg Rentals,Chevrolet,Cavalier,Overhead Camshaft,Manual,Red,20000,53546-9427,SUV,Janesville
11942,2023-03-13,Male,511000.0,McKinney Dodge Chrysler Jeep,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Sedan,Scottsdale
11943,2023-03-13,Male,13500.0,Motor Vehicle Branch Office,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,78758-7841,SUV,Austin
11944,2023-03-13,Male,2000000.0,Nebo Chevrolet,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19000,06457-3834,Hatchback,Middletown
11945,2023-03-13,Male,1600000.0,New Castle Ford Lincoln Mercury,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Sedan,Aurora
11946,2023-03-13,Male,13500.0,Progressive Shippers Cooperative Association No,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,53546-9427,Hardtop,Janesville
11947,2023-03-13,Female,13500.0,Race Car Help,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,78758-7841,Hardtop,Austin
11948,2023-03-13,Male,400000.0,Chrysler of Tri-Cities,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,49001,99301-3882,Hardtop,Pasco
11949,2023-03-13,Male,13500.0,Chrysler Plymouth,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33001,53546-9427,Hardtop,Janesville
11950,2023-03-13,Male,13500.0,Clay Johnson Auto Sales,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Pale White,12000,78758-7841,Hardtop,Austin
11951,2023-03-13,Male,3860000.0,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,06457-3834,Sedan,Middletown
11952,2023-03-13,Male,2625000.0,Saab-Belle Dodge,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34501,60504-7114,Sedan,Aurora
11953,2023-03-13,Female,13500.0,Scrivener Performance Engineering,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19001,38701-8047,Hatchback,Greenville
11954,2023-03-13,Male,856500.0,Star Enterprises Inc,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19501,99301-3882,SUV,Pasco
11955,2023-03-13,Female,652000.0,Tri-State Mack Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,85257-3102,Hatchback,Scottsdale
11956,2023-03-13,Male,13500.0,U-Haul CO,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,78758-7841,Hatchback,Austin
11957,2023-03-13,Male,1100000.0,Diehl Motor CO Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12000,06457-3834,Hardtop,Middletown
11958,2023-03-13,Male,600000.0,Rabun Used Car Sales,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,85257-3102,Sedan,Scottsdale
11959,2023-03-13,Male,13500.0,Race Car Help,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17000,78758-7841,Hatchback,Austin
11960,2023-03-13,Male,690000.0,Ryder Truck Rental and Leasing,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,Middletown
11961,2023-03-13,Female,610000.0,Rabun Used Car Sales,Ford,Ranger,Overhead Camshaft,Manual,Black,25001,85257-3102,Hardtop,Austin
11962,2023-03-13,Female,650000.0,Saab-Belle Dodge,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27001,60504-7114,Hardtop,Aurora
11963,2023-03-13,Female,13500.0,Nebo Chevrolet,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,06457-3834,Hatchback,Middletown
11964,2023-03-13,Male,1150000.0,Star Enterprises Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,99301-3882,Hardtop,Pasco
11965,2023-03-13,Female,13500.0,Pars Auto Sales,Volvo,S40,Overhead Camshaft,Manual,Black,36000,38701-8047,Sedan,Greenville
11966,2023-03-13,Female,2760000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,SUV,Pasco
11967,2023-03-13,Male,13500.0,Progressive Shippers Cooperative Association No,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Passenger,Janesville
11968,2023-03-13,Male,3650000.0,Rabun Used Car Sales,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,85257-3102,Passenger,Scottsdale
11969,2023-03-13,Female,1528000.0,Race Car Help,BMW,528i,Overhead Camshaft,Manual,Red,25800,78758-7841,SUV,Austin
11970,2023-03-13,Male,1070000.0,Tri-State Mack Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,85257-3102,Hardtop,Austin
11971,2023-03-13,Male,551000.0,Saab-Belle Dodge,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,60504-7114,Sedan,Aurora
11972,2023-03-13,Male,13500.0,Scrivener Performance Engineering,Mitsubishi,Mirage,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,SUV,Greenville
11973,2023-03-13,Male,2800000.0,Star Enterprises Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21000,99301-3882,Passenger,Pasco
11974,2023-03-13,Female,2215000.0,Suburban Ford,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,53546-9427,Passenger,Janesville
11975,2023-03-13,Male,557000.0,Tri-State Mack Inc,Honda,Accord,Overhead Camshaft,Manual,Red,14000,85257-3102,Sedan,Scottsdale
11976,2023-03-13,Male,13500.0,U-Haul CO,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,78758-7841,SUV,Austin
11977,2023-03-13,Male,1410000.0,Progressive Shippers Cooperative Association No,Ford,Mustang,Overhead Camshaft,Manual,Black,22000,53546-9427,Hatchback,Janesville
11978,2023-03-13,Male,1000000.0,Rabun Used Car Sales,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,85257-3102,Hatchback,Scottsdale
11979,2023-03-13,Male,2450000.0,Race Car Help,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,78758-7841,Sedan,Austin
11980,2023-03-13,Male,1133000.0,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,24301,53546-9427,Hardtop,Janesville
11981,2023-03-13,Male,2460000.0,Saab-Belle Dodge,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,60504-7114,Passenger,Aurora
11982,2023-03-13,Male,13500.0,Scrivener Performance Engineering,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Sedan,Greenville
11983,2023-03-13,Male,13500.0,Capitol KIA,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,38701-8047,Hardtop,Greenville
11984,2023-03-13,Female,1287000.0,Race Car Help,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,31701,78758-7841,Passenger,Janesville
11985,2023-03-13,Female,520000.0,Ryder Truck Rental and Leasing,Saturn,LW,Overhead Camshaft,Manual,Red,49001,06457-3834,Hatchback,Scottsdale
11986,2023-03-13,Male,13500.0,Saab-Belle Dodge,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15001,60504-7114,SUV,Austin
11987,2023-03-13,Male,530000.0,Scrivener Performance Engineering,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,38701-8047,Sedan,Middletown
11988,2023-03-13,Male,570000.0,Star Enterprises Inc,Nissan,Maxima,Overhead Camshaft,Manual,Red,29001,99301-3882,Sedan,Aurora
11989,2023-03-13,Male,13500.0,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16001,53546-9427,Passenger,Greenville
11990,2023-03-13,Male,528000.0,Tri-State Mack Inc,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19001,85257-3102,Hatchback,Pasco
11991,2023-03-13,Male,648000.0,U-Haul CO,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44001,78758-7841,Hatchback,Janesville
11992,2023-03-13,Male,460000.0,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71001,06457-3834,Passenger,Scottsdale
11993,2023-03-13,Male,741000.0,C & M Motors Inc,Ford,Mustang,Overhead Camshaft,Manual,Red,25001,60504-7114,Hatchback,Austin
11994,2023-03-13,Male,521000.0,Capitol KIA,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18001,38701-8047,Hatchback,Middletown
11995,2023-03-13,Male,663000.0,Chrysler of Tri-Cities,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16001,99301-3882,Passenger,Aurora
11996,2023-03-13,Male,13500.0,Chrysler Plymouth,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,53546-9427,Passenger,Greenville
11997,2023-03-13,Female,590000.0,Classic Chevy,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14001,85257-3102,Hatchback,Pasco
11998,2023-03-13,Female,594500.0,Clay Johnson Auto Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,16501,78758-7841,Passenger,Janesville
11999,2023-03-13,Male,935000.0,Diehl Motor CO Inc,Ford,Mustang,Overhead Camshaft,Manual,Black,22001,06457-3834,Hatchback,Scottsdale
12000,2023-03-13,Male,13500.0,Enterprise Rent A Car,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41001,60504-7114,SUV,Austin
12001,2023-03-13,Male,887000.0,Gartner Buick Hyundai Saab,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21001,38701-8047,Passenger,Janesville
